brand,model,trans.,fuel,millage,disp.,year
Subaru,Impreza,Automatic,Petrol,28000,1600,2013
Nissan,Serena,Automatic,Petrol,75656,2000,2013
Toyota,Premio,Automatic,Petrol,33082,1490,2014
Toyota,Fortuner,Automatic,Diesel,65000,3000,2012
Toyota,Hilux,Manual,Diesel,103456,3000,2010
Toyota,Hilux,Manual,Diesel,67500,2982,2013
Toyota,Allion,Automatic,Petrol,80000,1800,2012
Mitsubishi,Outlander,Automatic,Petrol,105511,2400,2008
Subaru,Forester,Automatic,Petrol,68000,2000,2012
Toyota,Passo,Automatic,Petrol,50000,999,2012
Subaru,Impreza,Automatic,Petrol,60000,1600,2013
Nissan,Vanette,Automatic,Petrol,61785,1600,2013
Toyota,Auris,Automatic,Petrol,41000,1500,2014
Toyota,Dyna,Manual,Diesel,76000,3000,2013
Nissan,Note,Automatic,Petrol,100000,1200,2012
Subaru,Legacy,Automatic,Petrol,80198,2500,2013
Toyota,Premio,Automatic,Petrol,44000,1800,2013
Toyota,Auris,Automatic,Petrol,84000,1500,2013
Volkswagen,Tiguan,Automatic,Petrol,101000,2000,2012
Toyota,Auris,Automatic,Petrol,71500,1500,2010
Bmw,X1,Automatic,Petrol,106672,2000,2010
Mercedes-benz,E300,Automatic,Petrol,70000,3000,2010
Toyota,Vitz,Automatic,Petrol,30000,1500,2013
Honda,Fit,Automatic,Petrol,100772,1300,2013
Toyota,Isis,Automatic,Petrol,93000,1800,2010
Toyota,Mark x,Automatic,Petrol,119872,2500,2012
Suzuki,Alto,Automatic,Petrol,50000,660,2013
Mercedes-benz,C200,Automatic,Petrol,100000,2000,1989
Toyota,Allion,Automatic,Petrol,96000,1800,2013
Toyota,Crown,Automatic,Petrol,124000,2500,2013
Toyota,Fielder,Automatic,Petrol,50000,1500,2013
Subaru,Forester,Automatic,Petrol,63548,2000,2013
Bmw,X6,Automatic,Petrol,99000,3600,2009
Toyota,Passo,Automatic,Petrol,94000,1000,2013
Subaru,Impreza,Automatic,Petrol,110081,1500,2007
Nissan,March,Automatic,Petrol,60700,1190,2014
Nissan,Note,Automatic,Petrol,67000,1200,2013
Subaru,Legacy,Automatic,Petrol,130000,2500,2013
Mazda,Cx-5,Automatic,Diesel,103555,2200,2013
Mitsubishi,Rvr,Automatic,Petrol,98000,1800,2011
Subaru,Impreza,Automatic,Petrol,56000,1600,2013
Nissan,Note,Automatic,Petrol,82000,1200,2013
Mercedes-benz,E250,Automatic,Petrol,29000,2000,2012
Subaru,Forester,Automatic,Petrol,56000,2000,2013
Mazda,Cx-5,Automatic,Diesel,41000,2200,2013
Toyota,Hilux,Automatic,Diesel,68000,3000,2013
Toyota,Passo,Automatic,Petrol,60000,1300,2014
Toyota,Rush,Automatic,Petrol,117000,1490,2013
Bmw,X1,Automatic,Petrol,52000,2000,2013
Mazda,Biante,Automatic,Petrol,49000,2000,2013
Mazda,Cx-5,Automatic,Diesel,84000,2300,2013
Mazda,Verisa,Automatic,Petrol,50000,1500,2013
Toyota,Succeed,Automatic,Petrol,88000,1500,2014
Toyota,Mark x,Automatic,Petrol,123000,2500,2007
Nissan,Murano,Automatic,Petrol,96000,2490,2009
Bmw,X3,Automatic,Petrol,99600,2500,2009
Toyota,Vitz,Automatic,Petrol,62000,1330,2013
Subaru,Legacy,Automatic,Petrol,88000,2498,2013
Nissan,Caravan,Automatic,Diesel,100000,2500,2013
Mercedes-benz,E200,Automatic,Petrol,259465,1800,2006
Toyota,Porte,Automatic,Petrol,100000,1300,2012
Nissan,Note,Automatic,Petrol,50000,1300,2013
Mazda,Biante,Automatic,Petrol,48000,2000,2013
Toyota,Rav4,Automatic,Petrol,117000,2400,2006
Nissan,Note,Automatic,Petrol,68000,1200,2014
Bmw,X1,Automatic,Petrol,87107,2000,2011
Toyota,Wish,Automatic,Petrol,85000,1800,2011
Subaru,Forester,Automatic,Petrol,68000,2000,2013
Nissan,Note,Automatic,Petrol,50000,1200,2013
Mazda,Cx-5,Automatic,Diesel,91275,2200,2012
Toyota,Land cruiser prado,Automatic,Petrol,102980,2700,2008
Mitsubishi,Pajero,Automatic,Petrol,172856,2972,2014
Mercedes-benz,E220,Automatic,Diesel,89000,2100,2013
Toyota,Succeed,Automatic,Petrol,77000,1300,2013
Toyota,Noah,Automatic,Petrol,85000,2000,2011
Nissan,Note,Automatic,Petrol,131000,1200,2014
Subaru,Forester,Automatic,Petrol,114000,2000,2013
Subaru,Legacy,Automatic,Petrol,47000,2500,2013
Nissan,Note,Automatic,Petrol,44000,1200,2014
Subaru,Forester,Automatic,Petrol,48000,2000,2013
Honda,Fit,Automatic,Petrol,103000,1300,2012
Toyota,Ractis,Automatic,Petrol,110200,1500,2010
Subaru,Forester,Automatic,Petrol,98000,2000,2013
Honda,Cr-v,Automatic,Petrol,96000,2400,2007
Nissan,Note,Automatic,Petrol,95000,1200,2014
Nissan,Note,Automatic,Petrol,78000,1200,2013
Nissan,Sylphy,Automatic,Petrol,75000,1800,2013
Mazda,Demio,Automatic,Petrol,50000,1300,2012
Nissan,Note,Automatic,Petrol,71000,1200,2013
Volkswagen,Tiguan,Automatic,Diesel,42224,2000,2013
Toyota,Alphard,Automatic,Petrol,123456,2400,2013
Volkswagen,Golf,Automatic,Petrol,64000,1200,2013
Suzuki,Swift,Automatic,Petrol,72000,1600,2013
Toyota,Mark x,Automatic,Petrol,48000,2500,2013
Toyota,Axio,Automatic,Petrol,76000,1500,2012
Nissan,Note,Automatic,Petrol,44153,1200,2013
Mercedes-benz,E250,Automatic,Petrol,72500,2000,2013
Nissan,Note,Automatic,Petrol,120000,1200,2012
Mercedes-benz,C200,Automatic,Petrol,39286,1800,2014
Toyota,Premio,Automatic,Petrol,48000,1800,2014
Toyota,Hiace,Automatic,Petrol,175000,2000,2013
Nissan,Note,Automatic,Petrol,102218,1190,2013
Toyota,Regius van,Automatic,Petrol,175000,2000,2013
Nissan,Note,Automatic,Petrol,85000,1200,2014
Toyota,Voxy,Automatic,Petrol,108000,2000,2008
Honda,Fit,Automatic,Petrol,100000,1500,2013
Mazda,Cx-5,Automatic,Diesel,102000,2200,2013
Nissan,Note,Automatic,Petrol,87000,1200,2013
Toyota,Mark x,Automatic,Petrol,60000,2000,2012
Mercedes-benz,C200,Automatic,Petrol,120000,1800,2008
Mercedes-benz,C200,Automatic,Petrol,81000,1800,2007
Toyota,Prius,Automatic,Petrol,113000,1790,2012
Toyota,Belta,Automatic,Petrol,127000,1290,2012
Toyota,Vanguard,Automatic,Petrol,73000,2400,2013
Subaru,Forester,Automatic,Petrol,46000,2000,2013
Mazda,Cx-5,Automatic,Diesel,65400,2000,2013
Nissan,Note,Automatic,Petrol,37937,1200,2013
Nissan,Teana,Automatic,Petrol,96000,2300,2012
Mazda,Demio,Automatic,Petrol,102000,1300,2013
Toyota,Rav4,Automatic,Petrol,74000,2000,2016
Nissan,X-trail,Automatic,Petrol,140000,2000,2006
Toyota,Premio,Automatic,Petrol,21320,1490,2014
Toyota,Vitz,Automatic,Petrol,25300,1300,2013
Toyota,Succeed,Automatic,Petrol,100000,1500,2014
Toyota,Land cruiser prado,Automatic,Petrol,135000,2700,2010
Nissan,Advan,Automatic,Petrol,80000,1300,2013
Toyota,Fortuner,Automatic,Diesel,71597,3000,2013
Toyota,Hilux,Manual,Diesel,62333,2494,2013
Suzuki,Swift,Automatic,Petrol,108000,1300,2013
Toyota,Vitz,Automatic,Petrol,133000,1000,2013
Toyota,Land cruiser prado,Manual,Diesel,163000,3000,2006
Toyota,Fortuner,Automatic,Diesel,60000,3000,2013
Toyota,Mark x,Automatic,Petrol,109913,2500,2009
Toyota,Hilux,Manual,Diesel,103909,2494,2013
Subaru,Outback,Automatic,Petrol,77959,2500,2013
Volkswagen,Tiguan,Automatic,Petrol,84000,2000,2012
Nissan,Sylphy,Automatic,Petrol,121000,1790,2013
Toyota,Crown,Automatic,Petrol,79000,2500,2012
Toyota,Hilux,Automatic,Diesel,91906,3000,2013
Subaru,Forester,Automatic,Petrol,120000,1990,2013
Mazda,Cx-5,Automatic,Diesel,54000,2200,2013
Toyota,Mark x,Automatic,Petrol,100000,2500,2010
Nissan,Sylphy,Automatic,Petrol,49000,1800,2013
Toyota,Auris,Automatic,Petrol,111000,1500,2009
Mazda,Demio,Automatic,Petrol,57000,1330,2013
Toyota,Fortuner,Automatic,Diesel,58000,3000,2013
Toyota,Vitz,Automatic,Petrol,52000,1300,2013
Nissan,Note,Automatic,Petrol,67000,1200,2014
Volkswagen,Amarok,Automatic,Diesel,80909,1963,2013
Toyota,Voxy,Automatic,Petrol,70000,2000,2013
Subaru,Legacy,Automatic,Petrol,90000,2500,2013
Toyota,Land cruiser prado,Automatic,Petrol,140000,2700,2008
Nissan,Teana,Automatic,Petrol,60000,2500,2013
Nissan,Note,Automatic,Petrol,66000,1200,2014
Mazda,Demio,Automatic,Petrol,46000,1300,2013
Mazda,Atenza,Automatic,Petrol,60000,1800,2014
Nissan,Tiida,Automatic,Petrol,51000,1200,2013
Bmw,X5,Automatic,Diesel,133000,3000,2006
Mercedes-benz,E300,Automatic,Petrol,128000,3000,2013
Toyota,Vanguard,Automatic,Petrol,57000,2400,2013
Mercedes-benz,E200,Automatic,Petrol,157551,1800,2006
Toyota,Vitz,Automatic,Petrol,93000,1000,2013
Toyota,Hilux,Manual,Diesel,58548,2494,2013
Honda,Fit,Automatic,Petrol,80000,1300,2012
Bmw,528i,Automatic,Petrol,89000,3000,2012
Toyota,Vitz,Automatic,Petrol,174000,1000,2012
Toyota,Hiace,Automatic,Petrol,128000,2000,2014
Toyota,Passo,Automatic,Petrol,100812,1000,2012
Mercedes-benz,E250,Automatic,Petrol,65000,1800,2014
Toyota,Rav4,Automatic,Petrol,72000,2000,2016
Toyota,Fortuner,Automatic,Diesel,67000,3000,2013
Toyota,Rav4,Automatic,Petrol,49000,2000,2014
Honda,Accord,Automatic,Petrol,120000,2000,2013
Honda,Fit,Automatic,Petrol,99000,1330,2013
Toyota,Hilux,Automatic,Diesel,112000,3000,2008
Toyota,Prius,Automatic,Petrol,113000,1790,2012
Nissan,Note,Automatic,Petrol,55000,1290,2014
Toyota,Axio,Automatic,Petrol,44000,1500,2013
Toyota,Estima,Automatic,Petrol,140000,2360,2012
Toyota,Vellfire,Automatic,Petrol,131000,2000,2010
Nissan,Note,Automatic,Petrol,94000,1200,2014
Subaru,Impreza,Manual,Petrol,76697,1500,2013
Subaru,Legacy,Automatic,Petrol,78000,2000,2013
Suzuki,Swift,Automatic,Petrol,26000,1200,2013
Nissan,March,Automatic,Petrol,43033,1200,2012
Toyota,Axio,Automatic,Petrol,48000,1500,2013
Toyota,Vitz,Automatic,Petrol,79000,1000,2013
Toyota,Premio,Automatic,Petrol,98200,1800,2008
Toyota,Harrier,Automatic,Petrol,71000,2400,2013
Mazda,Cx-5,Automatic,Diesel,57688,2200,2013
Honda,Fit,Automatic,Petrol,40000,1300,2012
Mitsubishi,Outlander,Automatic,Petrol,63000,2000,2012
Nissan,Latio,Automatic,Petrol,48000,1200,2013
Toyota,Allion,Automatic,Petrol,154000,1500,2008
Nissan,Note,Automatic,Petrol,59000,1200,2014
Subaru,Impreza,Automatic,Petrol,76000,1500,2013
Subaru,Forester,Automatic,Petrol,60000,2000,2013
Nissan,Note,Automatic,Petrol,27000,1200,2014
Subaru,Impreza,Automatic,Petrol,150000,1490,2005
Toyota,Hilux,Manual,Diesel,160000,2500,2012
Honda,Fit,Automatic,Petrol,157000,1300,2010
Honda,Stepwagon,Automatic,Petrol,126736,1990,2013
Nissan,Bluebird,Automatic,Petrol,60000,1800,2013
Mercedes-benz,E250,Automatic,Petrol,87000,1800,2012
Mazda,Demio,Automatic,Petrol,109668,1300,2011
Toyota,Auris,Automatic,Petrol,167545,1500,2008
Subaru,Forester,Automatic,Petrol,110000,2000,2013
Mazda,Verisa,Automatic,Petrol,60000,1300,2011
Mercedes-benz,E250,Automatic,Petrol,94000,1800,2012
Toyota,Land cruiser prado,Manual,Diesel,88430,3000,2012
Mazda,Cx-5,Automatic,Diesel,60000,2200,2013
Mazda,Demio,Automatic,Petrol,48000,1300,2014
Toyota,Harrier,Automatic,Petrol,71000,2400,2012
Nissan,Note,Automatic,Petrol,57000,1200,2014
Toyota,Rumion,Automatic,Petrol,119220,1500,2010
Volkswagen,Touareg,Automatic,Petrol,99000,3600,2008
Mazda,Bongo,Automatic,Petrol,108000,1800,2011
Toyota,Hilux,Automatic,Petrol,130000,2700,2008
Subaru,Outback,Automatic,Petrol,101000,2500,2009
Mazda,Cx-5,Automatic,Diesel,117000,2200,2013
Nissan,Note,Automatic,Petrol,90000,1300,2013
Toyota,Auris,Automatic,Petrol,110000,1400,2013
Mazda,Demio,Automatic,Petrol,61608,1300,2013
Mazda,Demio,Automatic,Petrol,75000,1300,2011
Mitsubishi,Outlander,Automatic,Petrol,83000,2000,2013
Mercedes-benz,E220,Automatic,Diesel,89000,2100,2013
Subaru,Forester,Automatic,Petrol,62000,2000,2013
Toyota,Allion,Automatic,Petrol,70000,1500,2013
Toyota,Hilux,Manual,Diesel,80000,2500,2013
Mercedes-benz,C200,Automatic,Petrol,120000,1800,2006
Subaru,Outback,Automatic,Petrol,47000,2500,2010
Suzuki,Escudo,Automatic,Petrol,123456,2000,2008
Toyota,Ractis,Automatic,Petrol,59892,1500,2013
Nissan,Sylphy,Automatic,Petrol,46000,1790,2013
Land rover,Range-rover-sport,Automatic,Diesel,91000,2700,2006
Toyota,Axio,Automatic,Petrol,40000,1500,2014
Toyota,Rush,Automatic,Petrol,60000,1500,2013
Toyota,Hiace,Automatic,Petrol,133000,1990,2012
Toyota,Vitz,Automatic,Petrol,25000,990,2014
Volkswagen,Tiguan,Automatic,Petrol,74000,2000,2012
Toyota,Alphard,Automatic,Petrol,49000,2400,2013
Honda,Cr-v,Automatic,Petrol,75000,2000,2012
Subaru,Forester,Automatic,Petrol,120000,2000,2011
Toyota,Bb,Automatic,Petrol,49000,1300,2013
Toyota,Noah,Automatic,Petrol,139000,2000,2010
Toyota,Passo,Automatic,Petrol,71000,1000,2010
Volkswagen,Tiguan,Automatic,Petrol,100000,2000,2008
Nissan,Note,Automatic,Petrol,75000,1200,2014
Honda,Fit,Automatic,Petrol,86000,1330,2011
Nissan,Tiida,Automatic,Petrol,101652,1200,2013
Honda,Fit,Automatic,Petrol,106000,1330,2010
Honda,Cr-v,Automatic,Petrol,100000,2000,2013
Mitsubishi,Rvr,Automatic,Petrol,80000,2000,2013
Toyota,Land cruiser,Automatic,Diesel,234567,3000,2000
Nissan,Dualis,Automatic,Petrol,100000,2000,2011
Toyota,Prius,Automatic,Petrol,113000,1790,2012
Subaru,Outback,Automatic,Petrol,135262,2500,2012
Mazda,Cx-5,Automatic,Petrol,110000,660,2014
Nissan,Note,Automatic,Petrol,68000,1200,2013
Toyota,Ractis,Automatic,Petrol,125000,1500,2010
Toyota,Alphard,Automatic,Petrol,98000,2400,2012
Nissan,Elgrand,Automatic,Petrol,78000,2500,2012
Toyota,Mark x,Automatic,Petrol,159000,2500,2007
Toyota,Hilux,Manual,Diesel,38000,2393,2017
Mazda,Demio,Automatic,Petrol,70000,1300,2014
Toyota,Fielder,Automatic,Petrol,79000,1800,2011
Nissan,X-trail,Automatic,Petrol,118395,2000,2010
Toyota,Vitz,Automatic,Petrol,25000,990,2014
Nissan,X-trail,Automatic,Petrol,120000,2000,2005
Nissan,Note,Automatic,Petrol,56000,1200,2014
Honda,Fit,Automatic,Petrol,60000,1300,2013
Mercedes-benz,E350,Automatic,Petrol,66000,3000,2013
Toyota,Harrier,Automatic,Petrol,125089,3000,2000
Subaru,Legacy,Automatic,Petrol,100000,1500,2011
Toyota,Axio,Automatic,Petrol,51000,1500,2013
Subaru,Impreza,Automatic,Petrol,80000,2000,2012
Toyota,Probox,Automatic,Petrol,100000,1500,2008
Mitsubishi,Lancer,Automatic,Petrol,90000,2000,2013
Toyota,Ractis,Automatic,Petrol,100000,1500,2009
Volkswagen,Amarok,Manual,Diesel,87525,2000,2012
Volkswagen,Golf,Automatic,Petrol,54462,1200,2012
Toyota,Fielder,Automatic,Petrol,130000,1800,2010
Mercedes-benz,E250,Automatic,Petrol,49000,2000,2013
Nissan,Note,Automatic,Petrol,41000,1200,2014
Honda,Vezel-hr-v,Automatic,Petrol,100580,1500,2014
Mercedes-benz,C180,Automatic,Petrol,61000,1800,2012
Nissan,Note,Automatic,Petrol,66000,1200,2013
Toyota,Belta,Automatic,Petrol,177000,1290,2012
Toyota,Hilux,Automatic,Diesel,238028,3000,2008
Nissan,March,Automatic,Petrol,50000,1300,2012
Toyota,Fielder,Automatic,Petrol,156000,1490,2007
Toyota,Rav4,Automatic,Petrol,123000,1800,2005
Toyota,Probox,Automatic,Petrol,63000,1300,2013
Toyota,Hilux,Manual,Diesel,98000,2500,2013
Toyota,Fielder,Automatic,Petrol,114000,1500,2010
Land rover,Range-rover-sport,Automatic,Diesel,70966,3600,2008
Mercedes-benz,C200,Automatic,Petrol,87000,1790,2013
Subaru,Forester,Automatic,Petrol,62000,2000,2013
Mazda,Demio,Automatic,Petrol,52000,1300,2014
Toyota,Fielder,Automatic,Petrol,35650,1500,2013
Toyota,Premio,Automatic,Petrol,179286,1800,2007
Toyota,Premio,Automatic,Petrol,114000,1800,2010
Volkswagen,Touareg,Automatic,Petrol,106000,3000,2011
Bmw,320i,Automatic,Petrol,91000,1990,2009
Nissan,March,Automatic,Petrol,19000,1190,2012
Mercedes-benz,C180,Automatic,Petrol,102000,1800,2007
Toyota,Axio,Automatic,Petrol,45000,1500,2013
Mazda,Cx-5,Automatic,Diesel,100572,2200,2012
Toyota,Axio,Automatic,Petrol,90000,1500,2009
Subaru,Impreza,Automatic,Petrol,120248,1500,2009
Nissan,Navara,Manual,Diesel,192000,2500,2007
Nissan,Sylphy,Automatic,Petrol,60000,1800,2013
Mazda,Demio,Automatic,Petrol,52000,1300,2013
Land rover,Discovery-iii,Automatic,Diesel,100000,3000,2009
Toyota,Kluger,Automatic,Diesel,121457,2400,2006
Toyota,Hilux,Manual,Diesel,83000,2500,2013
Nissan,Note,Automatic,Petrol,20000,1200,2014
Toyota,Hiace,Automatic,Diesel,45000,3000,2012
Toyota,Premio,Automatic,Petrol,193000,1500,2003
Mercedes-benz,C200,Automatic,Petrol,104000,1800,2007
Toyota,Voxy,Automatic,Petrol,123456,2000,2005
Toyota,Allion,Automatic,Petrol,116000,1500,2004
Toyota,Land cruiser prado,Automatic,Petrol,119753,2700,2008
Toyota,Ist,Automatic,Petrol,130000,1300,2006
Subaru,Forester,Automatic,Petrol,120000,1990,2011
Nissan,Lafesta,Automatic,Petrol,78000,2000,2012
Nissan,Caravan,Automatic,Diesel,180856,3000,2008
Subaru,Forester,Automatic,Petrol,112644,2000,2010
Toyota,Rumion,Automatic,Petrol,114000,1500,2010
Mercedes-benz,C180,Automatic,Petrol,98765,1800,2007
Nissan,X-trail,Automatic,Petrol,166000,2000,2006
Mitsubishi,Pajero,Manual,Petrol,101000,2000,2004
Honda,Fit,Automatic,Petrol,102000,1300,2011
Toyota,Fielder,Automatic,Petrol,14000,1500,2012
Toyota,Rav4,Automatic,Petrol,140000,1800,2003
Subaru,Forester,Automatic,Petrol,78000,2000,2012
Mercedes-benz,Ml-320,Automatic,Diesel,95000,3200,2007
Mercedes-benz,C200,Automatic,Petrol,120110,1800,2006
Volkswagen,Touareg,Automatic,Diesel,100883,3000,2011
Toyota,Harrier,Automatic,Petrol,118465,2400,2009
Suzuki,Escudo,Automatic,Petrol,118000,2400,2010
Mercedes-benz,C180,Automatic,Petrol,177433,1800,2007
Mazda,Demio,Automatic,Petrol,83000,1300,2012
Toyota,Hilux,Automatic,Diesel,184000,3000,2006
Mercedes-benz,E250,Automatic,Petrol,10000,2500,2013
Toyota,Dyna,Automatic,Diesel,109000,3000,2013
Toyota,Axio,Automatic,Petrol,28000,1500,2012
Toyota,Premio,Automatic,Petrol,232000,1800,2006
Toyota,Harrier,Automatic,Petrol,100000,2400,2009
Toyota,Land cruiser prado,Manual,Diesel,45469,2982,2013
Suzuki,Escudo,Automatic,Petrol,112687,2000,2006
Mercedes-benz,C200,Automatic,Petrol,100000,1800,2005
Toyota,Vitz,Automatic,Petrol,97000,1300,2012
Subaru,Impreza,Automatic,Petrol,90000,1500,2007
Suzuki,Swift,Automatic,Petrol,78000,1300,2012
Honda,Cr-v,Automatic,Petrol,78000,2000,2012
Volkswagen,Golf,Automatic,Petrol,130000,1600,2007
Toyota,Land cruiser,Automatic,Petrol,135000,2700,2004
Toyota,Mark x,Automatic,Petrol,89600,2500,2007
Subaru,Legacy,Automatic,Petrol,76000,2500,2012
Toyota,Premio,Automatic,Petrol,78000,1500,2003
Toyota,Crown,Automatic,Petrol,45000,2500,2013
Subaru,Impreza,Automatic,Petrol,107541,1500,2010
Toyota,Land cruiser prado,Automatic,Petrol,54000,2700,2010
Toyota,Premio,Automatic,Petrol,139087,1800,2006
Nissan,Teana,Automatic,Petrol,112000,2500,2011
Toyota,Land cruiser,Automatic,Diesel,164234,3000,2007
Toyota,Fielder,Automatic,Petrol,98000,1500,2008
Toyota,Land cruiser prado,Manual,Diesel,140000,3000,2007
Toyota,Fielder,Automatic,Petrol,112000,1790,2007
Toyota,Belta,Automatic,Petrol,117000,1300,2006
Mercedes-benz,E350,Automatic,Petrol,90009,3500,2010
Toyota,Fielder,Automatic,Petrol,100000,1800,2007
Toyota,Hilux,Manual,Diesel,170000,2700,2003
Land rover,Range-rover,Automatic,Petrol,89000,2000,2011
Toyota,Harrier,Automatic,Petrol,60000,2000,2015
Toyota,Probox,Automatic,Petrol,137323,1500,2014
Nissan,Serena,Automatic,Petrol,85000,2000,2010
Volkswagen,Tiguan,Automatic,Petrol,73000,2000,2013
Subaru,Forester,Automatic,Petrol,82000,2000,2013
Nissan,Nv200,Manual,Petrol,168000,2000,2013
Nissan,Juke,Automatic,Petrol,90000,1600,2013
Nissan,Nv200,Manual,Petrol,182006,2000,2013
Toyota,Rush,Automatic,Petrol,105308,1500,2013
Toyota,Rav4,Automatic,Petrol,80000,2000,2013
Toyota,Axio,Automatic,Petrol,55000,1500,2014
Volkswagen,Tiguan,Automatic,Petrol,92000,2000,2013
Nissan,Juke,Automatic,Petrol,90000,1600,2013
Subaru,Forester,Automatic,Petrol,144000,2000,2013
Toyota,Harrier,Automatic,Petrol,77000,2000,2014
Toyota,Rav4,Automatic,Diesel,52000,2200,2014
Subaru,Outback,Automatic,Petrol,94000,2500,2015
Toyota,Harrier,Automatic,Petrol,76000,2000,2014
Land rover,Discovery,Automatic,Diesel,117000,2600,2005
Nissan,Juke,Automatic,Petrol,86000,1500,2010
Mazda,Premacy,Automatic,Petrol,85988,2000,2008
Mercedes-benz,B180,Automatic,Petrol,79000,1600,2010
Toyota,Noah,Automatic,Petrol,123456,2000,2008
Toyota,Fielder,Automatic,Petrol,151143,1500,2013
Suzuki,Escudo,Automatic,Petrol,44000,2400,2014
Toyota,Harrier,Automatic,Petrol,64000,2000,2014
Nissan,Note,Automatic,Petrol,89000,1200,2013
Toyota,Vitz,Automatic,Petrol,117000,1300,2013
Toyota,Vitz,Automatic,Petrol,83000,1300,2013
Toyota,Harrier,Automatic,Petrol,21000,2000,2014
Honda,Cr-v,Automatic,Petrol,123456,2000,2004
Volkswagen,Jetta,Automatic,Petrol,146000,2000,2006
Honda,Cr-v,Automatic,Petrol,15120,2400,2011
Toyota,Isis,Automatic,Petrol,150000,1800,2005
Toyota,Vitz,Automatic,Petrol,75000,1300,2013
Toyota,Harrier,Automatic,Petrol,88000,2000,2013
Toyota,Probox,Automatic,Petrol,95000,1500,2014
Toyota,Probox,Automatic,Petrol,80951,1500,2013
Toyota,Axio,Automatic,Petrol,97000,1500,2012
Subaru,Forester,Automatic,Petrol,78560,2000,2014
Nissan,Sylphy,Automatic,Petrol,72012,1800,2013
Toyota,Harrier,Automatic,Petrol,21000,2000,2014
Nissan,X-trail,Automatic,Petrol,77000,2000,2013
Toyota,Axio,Automatic,Petrol,127773,1500,2013
Toyota,Harrier,Automatic,Petrol,64000,2000,2014
Toyota,Vitz,Automatic,Petrol,165000,1000,2008
Toyota,Passo,Automatic,Petrol,43000,1300,2012
Toyota,Vitz,Automatic,Petrol,57000,1300,2013
Toyota,Fielder,Automatic,Petrol,89000,1500,2013
Toyota,Hilux,Manual,Diesel,73522,2500,2014
Toyota,Noah,Automatic,Petrol,112000,2000,2013
Bmw,X3,Automatic,Petrol,43000,2000,2014
Subaru,Impreza,Automatic,Petrol,39000,1600,2013
Toyota,Rav4,Automatic,Petrol,113000,2400,2014
Toyota,Ractis,Automatic,Petrol,26500,1300,2013
Mazda,Demio,Automatic,Petrol,52000,1300,2012
Nissan,Note,Automatic,Petrol,87582,1498,2011
Toyota,Rav4,Automatic,Petrol,117200,2400,2009
Toyota,Wish,Automatic,Petrol,58000,1800,2013
Toyota,Vanguard,Automatic,Petrol,71000,2400,2013
Mazda,Atenza,Automatic,Diesel,72000,2200,2014
Toyota,Vitz,Automatic,Petrol,65000,1290,2013
Mitsubishi,Rvr,Automatic,Petrol,65000,1800,2013
Honda,Fit,Automatic,Petrol,88000,1300,2011
Nissan,March,Automatic,Petrol,85001,1190,2013
Mercedes-benz,C180,Automatic,Petrol,90000,1800,2013
Nissan,Note,Automatic,Petrol,97000,1200,2013
Toyota,Vitz,Automatic,Petrol,11500,1300,2013
Mitsubishi,Pajero,Automatic,Petrol,172856,2972,2014
Toyota,Allion,Automatic,Petrol,116000,1500,2003
Toyota,Avensis,Automatic,Petrol,56000,2000,2014
Mercedes-benz,E200,Automatic,Petrol,38000,2000,2014
Toyota,Land cruiser,Automatic,Petrol,120000,2700,2014
Toyota,Dyna,Automatic,Diesel,166000,3000,2014
Nissan,Note,Automatic,Petrol,109000,1200,2013
Nissan,Note,Automatic,Petrol,62000,1200,2013
Bmw,X1,Automatic,Petrol,52000,2000,2013
Volkswagen,Cross polo,Automatic,Petrol,52000,1200,2013
Volkswagen,Touran,Automatic,Petrol,103000,1380,2013
Bmw,X5,Automatic,Petrol,115000,3200,2010
Mercedes-benz,C180,Automatic,Petrol,204572,1800,2003
Mercedes-benz,E300,Automatic,Petrol,65000,3000,2010
Nissan,Bluebird,Automatic,Petrol,67000,1500,2013
Toyota,Surf,Automatic,Diesel,214905,3000,1998
Toyota,Voxy,Automatic,Petrol,46000,2000,2013
Mazda,Axela,Automatic,Petrol,106000,1500,2013
Toyota,Vitz,Automatic,Petrol,57000,1300,2013
Nissan,Note,Automatic,Petrol,63000,1500,2011
Toyota,Noah,Automatic,Petrol,46000,2000,2013
Nissan,March,Automatic,Petrol,101120,1200,2012
Toyota,Hiace,Automatic,Petrol,126000,2000,2013
